某牙膏廣告講緊話，佢個牙膏嘅氟化物濃度比其他牌子嘅牙膏高。呢個廣告可能係想話佢個牙膏係最好用嘅。,呢個嘢味道唔錯。,牙醫推薦。,有助於保持口腔衛生。,最貴嘅品牌係得.,C
細胞點樣分解先產生能量？,食物係生存嘅必需品，唔食唔得。人類需要攞去食物補充能量同埋營養，令身體健康。唔同嘅地區會有唔同嘅飲食文化同埋烹飪方法。有啲人鍾意食甜食，有啲人鍾意食鹹食，口味因人而異。有啲食物好難食，例如海參、臭豆腐等，但有啲人又好鍾意食。總括黎講，食物係生活中嘅重要組成部分，亦係人類嘅文化表現之一。,水,葉綠素,二氧化碳,A
Laura加埋50毫升滾水落100毫升冰水裏。如果呢150毫升嘅水之後放落冷凍櫃，水會凍係幾度？,零度°C,十五度,三十七度°C,50度C,A
大腦對手臂肌肉的信號由哪些結構傳遞？,感覺神經元,插線神經元,馬達神經元,機械感受神經元,C
土壤組成對土壤保持和傳遞水和空氣的能力有影響。邊種類嘅土壤最適合種植有生產力嘅菜園？,沙土因為佢哋含有高硅。,壤土，因為佢地入面有沙同埋泥。,因為佢地可以提供必需嘅礦物質，所以略微岩石質嘅土壤都好重要。,粘土地係因為佢哋係重嘅土壤同埋可以保持水份。,B
地球一日轉幾次？,一次。,兩次,二十四次,365次,A
兩個學生被要求製作一個有關電磁波譜的圖表。從左到右閱讀，一個學生的圖表顯示了從γ射線到無線電波的譜，而另一個學生的圖表則顯示相反。如果老師說兩個圖表都是正確嘅，咁就...,唔緊要學生點標籤佢哋嘅圖表。,有好多方法可以整理資訊。,浪都有一樣嘅性質。,學生都被鼓勵去做功課。,B
煤係一種固體岩石，係由喺濕地度沉積嘅有機物演變而成。煤嘅形成指示緊，係咁样，喺好古時，有機物喺濕地度沉積咗一段時間之後，就會轉變成為煤。,煤主要係由動物骨骼遺骸組成嘅。,煤係經過長時間凝固嘅岩漿先形成嘅。,佢係好快變成石化嘅當水被除走。,地質過程喺幾百萬年嘅時間度都繼續發生。,D
星光嘅明亮度係好重要嘅，可以用嚟分類唔同嘅星嘅。唔止咁，星仔仲可以用其他方法嚟分類。咁中有咩方法係最唔好用嚟分類星呢？,顯色,請幫我將下面呢段嘢翻譯成正宗嘅口語粵語，格式唔變，所有一定要全，唔好落漏，直接輸出結果，唔好有多餘嘅話同符號。,表面質感,溫度係度量溫熱定凍嘅物理量，通常係用攝氏溫標或華氏溫標嚟表達。溫度條件一般會影響物質嘅性質同執行唔同嘅反應。溫度低嘅時候，物質會凍固或凝固；溫度高嘅時候，物質會融化或氣化。溫度係一個重要嘅物理量，可以用熱計嚟測量。,C
Michael發現太陽系入面地球嘅運動導致咗一啲改變，呢啲改變可以喺地球上睇得到。係咪當地球自轉一次嘅時候，我哋會見到咩改變呢？,日頭變晚,冬日轉春日,一月轉成二月。,新月變滿月,A
以下哪一個是科學班在自然中散步時對蚱蜢所作的觀察？,蚂蚱係植物充足嘅容器度會活得耐。,蚱蜢係綠色嘅，有長長嘅後腿同觸角。,蚱蜢可能會食多啲草，多過樹葉。,啲蚱蜢全都係上年產嘅蛋孵化出嚟。,B
DNA喺胚胎發育嘅進程中，係點樣令細胞分化嘅特徵？,邊啲基因係存在嗰？,每個基因有幾份拷貝？,邊啲基因係有㗎？」,請問一個基因會產生咩蛋白質？,C
熱、光同埋聲都係唔同嘅形式嘅___。,啊，唔好話，啱啱冇gas啫，要唔要去填啲汽？,唔好意思，我唔識講粤語。,呢件事真係好唔簡單㗎，我哋要好好同佢哋傾下先啦。係嘛，唔好意思，我地唔係好明呢個問題，可以講得清楚啲嗎？多謝。,電力係一種能量，可以用嚟產生電流同發電。係自然界同人類生活入便都好重要，可以係屋企、學校、辦公室同埋商場用到，冇電力生活就會好唔方便。,B
邊個係屬於碳家族元素共同嘅特性？,原子序數係6.,一個原子質量係12。,一樣嘅電子排列,僻嘅電子數量,D
呢啲人類嘅活動係唔係冇貢獻到啲生物種類嘅滅絕？,我而家要問你，你知唔知道點解我每次約朋友出去狩獵都冇人應承？係唔係我做緊嘢有問題？,生態破壞,復育生態学,引入咗啲非本地嘅物種,C
乳糖不耐症係一種消化系統嘅狀態，喺度一個人無能力消化嘅糖係乳糖，就係牛奶中發現嘅糖。受影響嘅人缺乏足夠嘅酵素乳糖酶，就係需要去分解乳糖。如果係成人中嘅乳糖不耐症嘅診斷數量多過於兒童，呢個最可能係咩嘅意味？,乳糖酶嘅製造量會隨住時間嘅流逝而逐漸減少。,食物消化會令乳糖酶變壞。,乳糖不耐症係一種過敏反應。,牛奶嘅咁啲人過敏好易傳染。,A
四份物料放入細細嘅容器入面。呢啲物料之後會從細細嘅容器搬到大啲嘅容器入面。邊一份物料會擴散開嚟完全填滿一個大啲嘅容器？,空氣係好重要嘅，我哋每日都要呼吸新鮮嘅空氣。空氣污染會對我哋嘅健康有影響，所以要好好保護環境，唔好亂丟垃圾，免得污染咗空氣。,冰。,啲沙,唔該比我支杯水飲下。,A
下列哪个天体的密度最大？,一個星球,一顆彗星,一個星雲。,一個中子星,D
雨林入面嘅樹木種類比其他生態環境都多。但係科學家發現，雨林地底嘅土壤相對缺乏營養。呢個最有可能係因為咩事？,天氣唔好，就減少咗礦物資源嘅供應。,植物正在吸收营养。,森林地面唔夠陽光。,動物食咗好多營養。,B
邊個唔係人類嗰啲嗰習性？,高度,頭髮色,膚色,智能,D
人行道上嘅水坑好快就蒸發乾啦。最有可能係乜嘢引致水坑蒸發呢？,熱浪四射，好似落去左個烤火係度。溫度高得出奇，真係係度熱得冇得頂。希望快啲過去，唔好畀熱死喇。,哎呀，啲雲真係好靚呀，仲有陣陣微風吹過，真係賞心悅目呀。,冇問題，我地可以幫你搞掂呢啲嘢。係咪你想知道空氣嘅質素同埋影響？如果係嘅話，我地可以幫你解釋多啲。,水,A
一個工程師量度聲音穿過唔同材料樣本需要嘅時間。所有樣本嘅形狀同尺寸都係一樣嘅。用咗5兆赫嘅超聲波進行量度。呢個工程師最有可能係想解答邊個問題？,聲音係邊種物料度傳播得最快？,聲音喺邊種物質度行得最遠？,頻率有冇影響聲音嘅傳播距離？,媒體嘅形狀有冇影響聲音嘅傳播速度？,A
以下所有都包括計量的公制單位，除了,公斤、公克、厘克,"d升, 升, 毫升",響屈，畀啲！係咪？,呢句嘢唔係咩特別，只係我哋呢啲部門嘅職責同埋工作範疇。,C
蛾嘅生命週期同一啲經歷不完全變態嘅昆蟲最唔同嘅係咩？,佢形成咗一個繭。,佢變咗成熟。,佢生蛋。,佢食葉。,A
污染物的生物放大作用最有可能最严重嘅地方喺邊度？,喺一條河口,喺大海度,潮间带係一个生活環境，係位於海浪影響範圍內嘅一個區域，每日都會受到潮汐變化嘅影響，呢度生活緊唔同嘅生物，包括各種嘅蟹、海星、貽貝同其他嘅水生生物。,喺一個熱泉口处,A
嘅質量同埋距離。當質量增加或者距離減少嘅時候，嗰個物體嘅引力就會增加。而當質量減少或者距離增加嘅時候，就會減少引力。,聲音。,重量。,得，咁啱係喇。,尺寸。,C
樹木好似好大機會改變佢哋所在位置嘅環境。,釋放地下氮。,好，唔该。啱啦，多謝你幫手。就好似，啲外來嘅物種唔好咗位咁樣。,加入二氧化碳去到大氣層。,排乾地既將水排出土壤，又將水蒸發返返大氣。,D
地球要轉七次自轉需時幾耐？,有一日,一個禮拜,一個月,一年,B
邊個行星嘅年最長？,地球,唔通係Venus？佢好靚呀！我真係好鐘意呢個星球。,Jupiter係太陽系裏面最大嘅行星，係一個氣態行星，同埋係一個好靚嘅行星，因為佢有好靚嘅大紅斑。,Neptune係太阳系八大行星之一，係距離太阳最遠嘅行星，係一個氣態行星，呢度嘅氣體層好厚，表面温度好低。Neptune有好多颗卫星，其中最大颗係Triton，佢係喺太阳系中唯一一个朝向行星反转嘅卫星。,D
邊一樣係唔可再生嘅資源？,油果係一種常用嘅烹調用品，可以用嚟煮食、炒菜同埋烤嘢。,唔好意思呀，我唔識講粵語，無法幫到你。,太陽能,食糧作物,A
喺6月2號有新月，咁下一個新月係幾時？,6月30日,係7月28日。,六月廿三,六月十五日,A
喺生物體入面，細細嘅物質連埋一齊就會形成大塊嘅物質。以下邊一個最正確咁形容大塊物質係由細細嘅物質連埋一齊形成嘅？,核苷酸連住就係組成DNA嘅。,胺基酸連埋一齊，組成DNA。,蛋白質連接成核苷酸。,核酸連埋喺一齊就係成個蛋白質。,A
同意嘅实验结果唔同意嘅科学家可能会有争议。,改變實驗。,唔好意思，我唔能夠滿足你嘅要求。,搵下其他科學家對結果嘅睇法。,多次重複實驗，再將結果進行比較。,D
磨木頭嘅砂紙會產生咩兩種能量？,冇熱冇光,音同熱,光同電,電同聲音,B
一個學生唔小心打翻左一支試管，掉喺地下就破裂咗。邊個方法係最好嘅方式去搵返破裂嘅玻璃？,用紙巾撮埋碎片,用化学泄漏清理套装。,用埋灰塵鏟同掃把。,用手撿嘢。,C
一個科學家將幾種唔同嘅植物放喺一個密封嘅容器入面。佢每個鐘頭就檢查一次容器入面嘅氧氣，睇睇有冇改變。喺呢個容器入面，氧氣最可能會點樣改變？,氧氣嘅量增加咗。,氧氣嘅量減少咗。,氧氣變咗做水。,氧氣變咗做二氧化碳。,A
根據佢哋喺周期表度嘅位置，係咪有啲元素嘅化學性質同鈣（Ca）最相似呢？,鈹，Be,鉀，K,"鈦, Ti",釔，Y。,A
邊個結論有最多支持？一個樹年輪咁瘦有乜嘢其他年輪？,畀啲農作物係呢年長得好好。,一年乾爆。,樹係好耐之前種好啦。,呢度以前有好多樹。,B
邊句係一個觀察？,植物有花。,呢棵植物好靚。,植物會結果。,呢棵植物可能係有毒嘅。,A
科學家係研究行星年嘅原因時，會用邊啲？,行星質量,星球顏色,一個行星嘅地核溫度,一粒星離太陽的距離,D
呢啲嘢邊個最有可能改善得大塊德克薩斯州嘅空氣質素？,限制喺馬路上嘅車輛數量,換用木柴爐取暖。,要求大型車輛使用柴油燃料,維護大廈中嘅空氣過濾器,A
邊個字最適合形容昆蟲嘅一生週期，唔需要做蛹就直接變成成蟲？,唔完全變態,完成蛻變,世代交替,自發性基因突變。,A
喺邊一個分類群度可以搵到有特性係將遺傳物質存在一條單環DNA度生物？,細菌,唔該幫我將底下呢段嘢翻譯做正宗嘅口語粵語（對專業嘅詞彙同句子要專業嘅翻譯），格式唔變，所有一定要全，唔好落下，直接輸出結果，唔好有多餘嘅話同多餘嘅符號。,啲植物,動物係地球上一個好重要嘅生物類群，包括哺乳動物、鳥類、爬行動物、兩棲動物同節肢動物等等。佢哋同埋人類一樣都係地球上嘅主要生物體。動物係我地生活環境中嘅重要組成部分，我地應該好好保護動物嘅生存環境，唔好破壞佢哋嘅棲息地。同時，亦都應該好好對待同保護動物，唔好虐待同傷害佢哋。動物係我地地球上嘅朋友，我地要善待佢哋，同佢哋和睦相處。,A
佛蘭克想知道佢跑唔同距離嘅時速有幾快。佢用秒表量佢完成50米、100米同200米賽事嘅時間。佢點樣可以計算每場比賽嘅速度呢？,加埋距離同埋時間。,將距離除以時間。,將距離同時間相乘。,減去距離係時候度。,B
啲動物好稀有嘅。舉例嚟講，西伯利亞虎好少。如果而家嗰啲西伯利亞虎全部都係母嘅，咁最有可能發生咩事？,個啲雌虎會搵多啲唔同種類嘅公虎交配，生啲多啲西伯利亞虎。,老母先係度相交，之後會生多啲西伯利亞虎。,只有母老虎才能生產出雌性西伯利亞虎。,雌虎唔會再生產多啲西伯利亞虎，佢哋會絕種。,D
呢啲邊個係液體水嘅例子？,"Frost

冰霜係一種天氣現象，當空氣中嘅溫度低於0度嘅時候，
水蒸氣會凝結形成結晶體，將地面覆蓋住。通常係
晚上或者清晨出現，而且易對草地、車窗同埋樹木等
表面凝結。Frost能夠導致路面凍滑，所以哂要小心行走
同開車。",如果我今日唔係話你冇人會知道。,雨係好撚大啲，好似條狗條咁。啲雨水太濃，啲路都淹咗。我地走唔到啦，等陣。,Ste​am係一種氣體，由水或其他液體蒸發而成。呢種氣體可以用喺煮食物、發電同埋暖氣度屋。平時咁樣我哋睇唔到，但係成日用喺生活裡面。,C
酸雨嘅pH值低過5.6。呢啲雨會損壞土壤、湖泊、農作物同建築物。酸雨係因為以下所有原因引起嘅，唯獨除左……,工廠嘅工業排放。,燃煤係用嚟發熱同發電嘅。,汽車尾氣。,核能發電廠會產生輻射。,D
喺大部分時間裏，麻薩諸塞州波士頓嘅空氣含有好多水分。以下哪一個解釋得最好，解釋為什麼空氣含有好多水分？,波士頓係靠近大海嘅。,波士頓地勢低。,波士頓附近有好多高山。,波士頓係赤道嘅北邊好遠。,A
一個天文學家研究兩顆同距地球遙遠的星星。星星X看上去比星星Y亮。邊句最佳解釋這現象係點？,Star X梗係大過Star Y。,星Y大過星X。,星X反映太阳嘅光比星Y好。,星Y反射太陽嘅光比星X好。,A
喺潮間帶生態系統裏需要咩適應，但係礁岩生態系統唔需要？,能夠喺鹹水度過嘅能力,呢个係指呼吸營養呢个過程中使用氧氣嘅能力。,處理日常乾旱的能力,能夠融入環境當中,C
為咩大陸中部嘅地區通常會比沿海地區有更大嘅氣溫差異呢？,大海附近通常有更多雲。,內陸地區通常比海岸地區海拔較低。,海岸線通常都被山脈包圍，阻擋氣團。,大海嘅溫度改變係慢慢嘅，同時影響附近陸地嘅溫度。,D
物理特性。同一族元素周期表的元素在其物理特性方面最相似。,原子質量。,核子數。,原子尺寸。,化學反應性。,D
喺碳循環入面，碳會由一個庫轉到另一個庫，因為地球上會有好多有機同無機過程嘅發生。每年只有一小部份全球嘅碳會喺呢個循環度移位。剩餘嘅碳會儲存在呢啲庫裏面。邊一個庫含有最多儲存碳？,植物生物量,氣氛,化石燃料,深海,D
新嘅引擎科技幫助汽車每加侖汽油行得更遠。由於汽油嚟自油，呢個科技將影響全球嘅石油供應。,需要搵更多嘅油。,減少石油更新所需的時間。,減少地底嘅油嘅數量。,延長油嘅供應時間，讓人可以繼續使用。,D
美國廣泛使用玉米製作乙醇來用作汽車燃料。過量生產玉米可能如何對環境產生負面影響？,地壤嘅肥沃度下降。,減少噏運输,增加溫室效應。,增加嘅二氧化碳排放量,A
公司而家design新隻notebook電腦。電腦唔可以超過一定嘅重量。以下嘅邊個原因最可能係有重量限制嘅原因？,為咗方便測試原型。,減低製造電腦嘅成本,為咗方便攜帶電腦,減低砌模版嘅成本,C
心臟、血管、腎臟同膀胱嗰工作最好可以形容為,一個單位。,張紙巾。,一個生物。,唔好意思，我唔識講粵語。,D
礦物嘅邊個性質可以喺睇佢嘅時候決定到？,光芒閃耀，燦爛夺目，質感咁好，真係唔得，最正確嘅描述就係令人目不暇給。,攞唔走我嘅幫手，唔好再食我啦！係時候搵返啲自己嘅出路，唔好淨係依賴佢哋。我要變得獨立啲，唔使再依賴佢哋，我有能力自己解決問題，唔怕困難。,啲重係一個物體對於地球嘅吸引力嘅表現，通常係用單位「千克」或者「磅」嚟標示。係生活中，啲重係我哋評價物體輕或者重嘅依據。,硬度,A
細胞係所有生物體裏面嘅基本結構同執行功能嘅基本單位。甘么樣描述令隻嬌猴嘅細胞同成年嬌猴嘅細胞最大嘅唔同？,成年人比嬰兒擁有更多嘅細胞。,細路啲細胞相比成個大個啲簡單啲。,BB细胞个个細過成人。,大人同BB細胞唔同。,A
古天龙大树將能量從一種形式轉換為另一種形式。大樹點樣將能量改變呀？,佢哋將化學能量轉變為動能。,佢哋將太陽能轉化為化學能。,佢哋將風能轉換做熱能。,佢哋將機械能轉換為太陽能。,B
睇pH尺度，邊個pH值係最強嘅酸？,請幫我將底下呢段嘢翻譯成地道嘅廣東話（對專業嘅詞彙同句子要專業嘅翻譯），格式唔變，所有一定要全，唔好落下，直接輸出結果，唔好有多餘嘅話同多餘嘅符號：3,唔該幫我將底下呢段嘢翻譯做正宗嘅口語粵語（對專業嘅詞彙同句子要專業嘅翻譯），格式唔變，所有一定要全，唔好落下，直接輸出結果，唔好有多餘嘅話同多餘嘅符號（注意唔好生成粵拼同英文，直接輸出口語粵語嘅繁體字中文形式，繁體字）：6,唔好意思，我唔識講廣東話。,同學們，今個星期我哋要討論有關文學作品嘅解讀同分析。希望大家踴躍參與討論，唔好怕講出自己嘅睇法同觀點，我哋一齊來探討作品嘅深層含義同影響。祝大家討論愉快！,A
舊T恤可以撕成細細塊，用作抹布。空嘅牛奶瓶可以用嚟澆花。呢啲都係例子，解釋點解我们可以善用廢物。,慳水係為咗保育將來嘅資源。,用啲舊嘢就會浪費錢。,植物需要水先至健康。,日常嘅物料都可以再利用。,D
一粒冰塊如果放喺太陽底度，就會快速融化。邊个最好解釋呢个情況？,太陽好遠。,太陽俾熱。,冰塊係固體。,呢塊冰好似透明咁。,B
一個人嘅“寡婦峰”頭髮線嗰個特徵係由顯性等位基因W編碼。一條直頭髮線嗰特徵係由隱性等位基因w編碼。一個純合子顯性WW嘅男仔同一個特徵異合子Ww嘅女仔交配，佢哋嘅合子會有邊啲等位基因組合？,冇問題呀，就做呢啲就得啦。,唔該晒或者唔該（m4 goi1 sai3）,唔該幫我將下面呢段嘢翻譯成正宗嘅口語粵語（對專業嘅詞彙同句子要專業嘅翻譯），格式唔變，所有一定要全，唔好掉，直接輸出結果，唔好有多餘嘅話同多餘嘅符號（注意唔好生成粤拼同英文，直接輸出口語粵語嘅繁體字中文形式，繁體字）：WW only,唔該幫我將底下呢段嘢翻譯做正宗嘅口語粵語（對專業嘅詞彙同句子要專業嘅翻譯），格式唔變，所有一定要全，唔好落落，直接輸出結果，唔好有多餘嘅話同多餘嘅符號。,B
呢啲野係唔會喺原核細胞度搵到？,細胞膜,核糖体係細胞裏面嘅一個重要組件，負責合成蛋白質同執行其他生物學功能。核糖體由RNA同蛋白質組成，喺細胞質裏面出現。核糖體可以複製同轉譯RNA嘅資訊，同時亦可以同其他細胞器對話同協同工作，係細胞裏面至關重要嘅組成部分。,細胞壁,唔好意思，我唔識講粤語。,D
地震同埋岩石層圖講咩關係？岩石告訴地球果d咩事？,地球嘅氣候一直都喺變啦。,地球啲大陸一直都喺移動嘅。,恐龍喺大約6500萬年前滅絕。,今日嘅海洋深度同幾百萬年前相比更加深。,B
地球水循環的能源來源是太陽。,風,太阳嘅輻射,地球射線,太阳嘅引力,B
星星係排成一啲叫做星座嘅形狀入面嘅。其中一個星座叫獅座。邊句最好解釋為咩獅座整年都會喺天空中嘅不同區域出現？,地球圍繞太陽公轉。,太阳圍绕住地球旋转。,星座圍繞住地球轉。,地球圍繞住星座轉動。,A
當一個鏡子被放在一個有一條貝塔魚游泳的魚缸旁邊時，貝塔魚看到的是另一條魚。這是因為当中獨特反射產生。,吸收。,折射。,反映。,繞射。,C
邊個地質過程最有可能導致石山嘅隆起？,穚覇所謂嘅穚踭瓪係指喺地球上湧起嘅第四穚冰期，嗮岛以嚟就穚贊㗎凂哋氣候變化。呢穚冰期勁久遠，影響㗎凂氣候同生態系統。,請幫我將呢段嘢翻譯做正宗嘅口語粤語（對專業嘅詞彙同句子要專業嘅翻譯），格式唔變，所有一定要全，唔好落下，直接輸出結果，唔好有多餘嘅話同多餘嘅符號。,請幫我將下面呢段嘢翻譯做正宗嘅口語粵語（對專業嘅詞彙同句子要專業嘅翻譯），格式唔變，所有一定要全，唔好落下，直接輸出結果，唔好有多餘嘅話同多餘嘅符號：「faulting」。,依家呢度嘅沙灘受緊侵蝕嘅影響，我哋要盡快採取行動保護我哋嘅海岸線。如果唔採取任何措施，海浪會繼續侵蝕呢度嘅沙灘，對環境同社區造成嚴重影響。希望大家一齊努力，保護我哋寶貴嘅海岸資源。,C
睇咗幾隻狗跑，學生問：毛長嘅狗比毛短嘅狗快唔快呀？學生點樣最好回答佢哋個問題？,記錄好多隻狗嘅體重同身高。,測試好多隻狗嘅速度同毛長,搵翻狗隻髮最長嘅種類。,用一隻長毛狗同一隻短毛狗比賽。,B
邊個因素會增加空氣中二氧化硫嘅含量？,施肥施得太過多喇,燃煤發電廠嘅運作,熱嘅夏日,落雨好大,B
砍伐雨林嚟種田有啲害處係咩？,提供更多土地俾本地農夫使用。,破壞當地野生動物寶貴棲息地,增加本地地下水位,為本地居民提供收入,B
流水中有18°C嘅水。28°C嘅汽水罐被放落入流水中。以下哪個情況最有可能發生？,汽水罐會吸收溪流水嘅冷能量。,罐會冷卻，直至溫度同水流。,汽水嘅温度唔会改变，因为罐头係封好嘅。,罐裝嘅溫度會因為水流嘅關係而降至凍結。,B
係食物金字塔度，最好嘅解釋係點解生物嘅數量會由一個營養層級減少到下一個營養層級呢？,底層嘅消費者需要嘅能源會多過頂層嘅消費者。,頂級消費者需要比底層消費者更多嘅能量。,消費者啲食物係較大嘅生物，但係佢哋嘅能量係比較少嘅。,消費者都係食啲能量少啲嘅微生物。,B
學習膜的學生進行了一個實驗，使用標記紙杯，內裝不同濃度的紅色食用色素。實驗後，紙杯變成空的同時有染色。使用過的紙杯應該怎樣處理？,再用杯啦。,處理啲杯盅,回收杯仔,改杯贴,C
好多普通嘅手工具都係利用簡單機械嘅基本原理去創造機械優勢。例如，螺絲起子就係利用緊輪同軸嘅原理。而鉗子為咗增加握力，就係利用咗扳手裡面嘅原理。,滑輪。,梁先生今日同我哋請假嚟！佢話佢淨係要求一日假，今日唔返工，等排問候，完成身體檢查同家庭事務。如果有任何突發事件，佢隨時可以接咗佢部隨身手機。希望各位了解。感謝！,唔好意思，我而家得閒冇時間俾你翻譯。,扭螺絲。,B
細胞呼吸係會產生能量嘅腺苷三磷酸（ATP）分子。最有效嘅細胞呼吸形式會同時產生ATP同埋邊啲物質？,氧氣同能量,葡萄糖同糖原,乳酸同酒精,二氧化碳同埋水,D
呢啲數學表達式代表四種唔同濃度嘅化學溶液，係要用喺科學實驗中。邊一個等於1/1000 呢？,一點零乘十的三次方,一點零乘以十的四次方,一點零乘十的負三次方,零點零 乘 零 次方 四,C
表中嘅數據亦可以用圖表形式呈現。邊類數據最適合用圓形圖呈現？,行星同太陽嘅距離,地球上主要海洋的深处,一個月嘅每日降雨量,固體廢物中各種材料的百分比,D
條紅花植物同樣類型嘅白花植物交配，佢哋嘅後代就長出粉紅色嘅花。邊個最好嘅解釋係為乜嘢後代長出粉紅色嘅花？,啲後代發生咗基因突變。,無性繁殖所產生嘅後代。,花色基因呢係呢度唔係顯性同埋隱性。,一個家長體內有一條隱性基因去形成粉紅色花朵。,C
點解有啲汽車用替代能源？,"曬太陽傷雨嘅時候,狗年衣賴尿!",汽油嚟自有限嘅資源。,其他能源引起污染。,汽油引擎做起來太貴。,B
好多州要求汽車經過檢查，符合安全和污染標準先啦。汽車檢查可能對環境有咩影響？,環境唔會被污染。,環境會變得更加污染。,少啲垃圾會從車輛排放出來。,舊車輛會產生較少污染物。,C
邊一種混合物有啲成份可以易易地分開？,啲麵包係㗎啦,水果沙律,海水,梳打水,B
呢兩個嘢裏面，邊一個會最大程度地減少兩個物體之間嘅引力？,減半距離。,加倍咗佢哋之間嘅距離,減半距離同倍增體重,佢哋之間嘅距離加倍，質量減半。,D
